CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
15368,21,2,722.74,4,2,2,8,0,New / Promising
15369,375,12,3346.4300000000003,2,4,4,10,1,At Risk
15370,41,9,3713.51,3,4,4,11,1,At Risk
15371,662,1,59.400000000000006,1,1,1,3,2,Lost
15372,137,10,5954.42,2,4,4,10,3,Champions
15373,8,18,3218.59,4,4,4,12,3,Champions
15374,129,2,307.32,2,2,1,5,0,New / Promising
15375,690,1,60.959999999999994,1,1,1,3,2,Lost
15376,40,3,1233.3600000000001,3,2,3,8,1,At Risk
15377,383,5,1179.95,1,3,3,7,1,At Risk
15378,463,2,246.5,1,2,1,4,2,Lost
15379,169,9,4806.4400000000005,2,4,4,10,1,At Risk
15380,9,13,3422.2,4,4,4,12,3,Champions
15381,214,6,1887.62,2,3,3,8,1,At Risk
15382,15,20,13646.5,4,4,4,12,3,Champions
15383,682,1,-10.5,1,1,1,3,2,Lost
15384,170,5,2014.49,2,3,3,8,1,At Risk
15385,40,3,942.08,3,2,3,8,1,At Risk
15386,186,1,394.14,2,1,2,5,0,New / Promising
15387,492,1,468.65,1,1,2,4,2,Lost
15388,270,1,140.54,2,1,1,4,0,New / Promising
15389,172,5,2733.8,2,3,4,9,1,At Risk
15390,396,2,1216.66,1,2,3,6,2,Lost
15391,571,2,282.92,1,2,1,4,2,Lost
15392,5,8,2891.82,4,4,4,12,1,At Risk
15393,16,5,891.34,4,3,3,10,1,At Risk
15394,10,13,5251.400000000001,4,4,4,12,3,Champions
15395,326,1,107.45,2,1,1,4,2,Lost
15396,113,2,796.38,2,2,2,6,0,New / Promising
15397,290,1,94.0,2,1,1,4,0,New / Promising
15398,16,3,1339.63,4,2,3,9,1,At Risk
15399,1,3,815.77,4,2,2,8,1,At Risk
15400,92,9,1252.8,3,4,3,10,1,At Risk
15401,452,2,216.95,1,2,1,4,2,Lost
15402,149,7,1816.22,2,3,3,8,1,At Risk
15403,492,2,170.88,1,2,1,4,2,Lost
15404,376,1,257.06,2,1,1,4,2,Lost
15405,189,2,659.84,2,2,2,6,0,New / Promising
15406,18,6,891.77,4,3,3,10,1,At Risk
15407,34,4,1056.44,3,3,3,9,1,At Risk
15408,264,1,267.18,2,1,1,4,0,New / Promising
15409,702,2,117.2,1,2,1,4,2,Lost
15410,84,10,4685.72,3,4,4,11,3,Champions
15411,26,5,1346.38,3,3,3,9,1,At Risk
15412,171,1,190.53,2,1,1,4,0,New / Promising
15413,692,5,6798.72,1,3,4,8,2,Lost
15414,10,3,774.9000000000001,4,2,2,8,0,New / Promising
15415,313,1,572.8100000000001,2,1,2,5,2,Lost
15416,65,8,4562.87,3,4,4,11,1,At Risk
15417,85,1,508.8,3,1,2,6,0,New / Promising
15418,425,2,452.32,1,2,2,5,2,Lost
15419,25,1,135.86,4,1,1,6,0,New / Promising
15420,434,6,743.0,1,3,2,6,2,Lost
15421,59,10,3805.34,3,4,4,11,1,At Risk
15422,323,8,1615.02,2,4,3,9,1,At Risk
15423,38,4,219.14,3,3,1,7,0,New / Promising
15424,254,3,597.78,2,2,2,6,0,New / Promising
15425,400,4,1944.57,1,3,3,7,1,At Risk
15426,19,11,2592.95,4,4,4,12,1,At Risk
15427,33,3,1483.14,3,2,3,8,1,At Risk
15428,15,4,762.75,4,3,2,9,1,At Risk
15429,27,3,364.9,3,2,2,7,0,New / Promising
15430,468,3,903.75,1,2,3,6,2,Lost
15431,503,1,153.24,1,1,1,3,2,Lost
15432,23,4,301.26,4,3,1,8,0,New / Promising
15433,79,3,417.87,3,2,2,7,0,New / Promising
15434,8,13,2517.11,4,4,4,12,3,Champions
15435,22,1,149.29,4,1,1,6,0,New / Promising
15436,12,3,1122.53,4,2,3,9,1,At Risk
15437,262,2,393.45,2,2,2,6,0,New / Promising
15438,131,1,156.57999999999998,2,1,1,4,0,New / Promising
15439,405,4,1269.05,1,3,3,7,2,Lost
15440,55,3,383.68,3,2,2,7,0,New / Promising
15441,396,3,1254.21,1,2,3,6,2,Lost
15442,249,1,594.0,2,1,2,5,0,New / Promising
15443,2,16,5116.14,4,4,4,12,3,Champions
15444,9,2,1418.26,4,2,3,9,1,At Risk
15445,264,2,284.5,2,2,1,5,0,New / Promising
15446,377,4,397.2,2,3,2,7,2,Lost
15447,331,6,484.93,2,3,2,7,1,At Risk
15448,313,2,788.8100000000001,2,2,2,6,2,Lost
15449,26,5,971.22,3,3,3,9,1,At Risk
15450,30,1,429.84,3,1,2,6,0,New / Promising
15451,434,2,233.21,1,2,1,4,2,Lost
15452,30,6,1799.1100000000001,3,3,3,9,1,At Risk
15453,2,7,1388.37,4,3,3,10,1,At Risk
15454,362,2,305.59,2,2,1,5,2,Lost
15455,598,1,38.25,1,1,1,3,2,Lost
15456,283,10,2119.27,2,4,3,9,1,At Risk
15457,262,1,237.07,2,1,1,4,0,New / Promising
15458,25,2,370.44,4,2,2,8,0,New / Promising
15459,417,2,202.83,1,2,1,4,2,Lost
15460,354,1,216.76,2,1,1,4,2,Lost
15461,461,3,391.29999999999995,1,2,2,5,2,Lost
15462,94,4,737.05,3,3,2,8,1,At Risk
15463,29,1,126.14,3,1,1,5,0,New / Promising
15464,338,1,1048.85,2,1,3,6,2,Lost
15465,20,39,12226.15,4,4,4,12,3,Champions
15466,85,4,1571.01,3,3,3,9,1,At Risk
15467,9,4,511.88,4,3,2,9,0,New / Promising
15468,35,7,1387.48,3,3,3,9,1,At Risk
15469,43,6,834.4,3,3,2,8,1,At Risk
15470,576,1,63.419999999999995,1,1,1,3,2,Lost
15471,2,3,1316.56,4,2,3,9,1,At Risk
15472,113,1,371.56,2,1,2,5,0,New / Promising
15473,14,11,1740.0,4,4,3,11,1,At Risk
15474,596,1,163.1,1,1,1,3,2,Lost
15475,77,1,454.11,3,1,2,6,0,New / Promising
15476,380,5,2180.28,1,3,3,7,1,At Risk
15477,650,1,368.4,1,1,2,4,2,Lost
15478,40,3,1982.48,3,2,3,8,1,At Risk
15479,733,1,147.4,1,1,1,3,2,Lost
15480,116,3,3592.25,2,2,4,8,1,At Risk
15481,401,1,1993.34,1,1,3,5,2,Lost
15482,16,22,10066.32,4,4,4,12,3,Champions
15483,161,10,855.06,2,4,3,9,1,At Risk
15484,1,7,4624.8,4,3,4,11,1,At Risk
15485,30,8,5624.51,3,4,4,11,1,At Risk
15486,527,1,102.0,1,1,1,3,2,Lost
15487,680,1,231.32,1,1,1,3,2,Lost
15488,93,5,431.92,3,3,2,8,1,At Risk
15489,23,12,2327.36,4,4,4,12,1,At Risk
15490,430,2,188.1,1,2,1,4,2,Lost
15491,95,7,3090.85,3,3,4,10,1,At Risk
15492,28,2,659.46,3,2,2,7,0,New / Promising
15493,33,11,4271.94,3,4,4,11,3,Champions
15494,21,5,3780.05,4,3,4,11,1,At Risk
15495,379,1,246.5,2,1,1,4,2,Lost
15496,631,1,146.14,1,1,1,3,2,Lost
15497,18,11,8643.46,4,4,4,12,3,Champions
15498,3,48,25805.78,4,4,4,12,3,Champions
15499,724,1,161.6,1,1,1,3,2,Lost
15500,8,4,1131.56,4,3,3,10,1,At Risk
15501,405,2,402.5,1,2,2,5,2,Lost
15502,16,23,8680.65,4,4,4,12,3,Champions
15503,363,2,267.15,2,2,1,5,2,Lost
15504,81,5,402.65,3,3,2,8,1,At Risk
15505,53,7,3497.14,3,3,4,10,1,At Risk
15506,23,6,2040.03,4,3,3,10,1,At Risk
15507,172,1,492.36,2,1,2,5,0,New / Promising
15508,189,6,1000.27,2,3,3,8,1,At Risk
15509,380,1,166.51,1,1,1,3,2,Lost
15510,331,1,250.0,2,1,1,4,2,Lost
15511,12,5,909.23,4,3,3,10,1,At Risk
15512,156,4,331.58,2,3,2,7,0,New / Promising
15513,31,41,27272.66,3,4,4,11,3,Champions
15514,12,20,5418.5,4,4,4,12,3,Champions
15515,387,1,171.81,1,1,1,3,2,Lost
15516,45,3,62.43,3,2,1,6,0,New / Promising
15517,233,1,267.03,2,1,1,4,0,New / Promising
15518,64,22,4110.54,3,4,4,11,3,Champions
15519,383,2,344.61,1,2,2,5,2,Lost
15520,2,1,343.5,4,1,2,7,0,New / Promising
15521,36,23,6788.84,3,4,4,11,3,Champions
15522,33,2,398.84,3,2,2,7,0,New / Promising
15523,84,18,17220.04,3,4,4,11,3,Champions
15524,25,2,591.4,4,2,2,8,0,New / Promising
15525,2,5,1278.3,4,3,3,10,1,At Risk
15526,33,2,148.44,3,2,1,6,0,New / Promising
15527,19,30,5186.79,4,4,4,12,3,Champions
15528,254,1,229.33,2,1,1,4,0,New / Promising
15529,23,13,5081.95,4,4,4,12,3,Champions
15530,22,5,1813.72,4,3,3,10,1,At Risk
15531,8,2,2007.44,4,2,3,9,1,At Risk
15532,25,12,3686.4,4,4,4,12,3,Champions
15533,19,5,746.92,4,3,2,9,1,At Risk
15534,726,1,162.25,1,1,1,3,2,Lost
15535,173,10,985.82,2,4,3,9,1,At Risk
15536,409,1,259.09,1,1,1,3,2,Lost
15537,163,1,110.92,2,1,1,4,0,New / Promising
15538,538,11,3027.15,1,4,4,9,1,At Risk
15539,7,1,538.46,4,1,2,7,0,New / Promising
15540,11,2,460.68,4,2,2,8,0,New / Promising
15541,114,1,85.13000000000001,2,1,1,4,0,New / Promising
15542,512,4,895.9,1,3,3,7,2,Lost
15543,288,2,242.84,2,2,1,5,0,New / Promising
15544,9,26,8134.12,4,4,4,12,3,Champions
15545,54,2,428.05,3,2,2,7,0,New / Promising
15546,607,3,539.5500000000001,1,2,2,5,2,Lost
15547,7,28,10086.49,4,4,4,12,3,Champions
15548,596,1,158.09,1,1,1,3,2,Lost
15549,77,9,2304.71,3,4,4,11,1,At Risk
15550,4,14,1995.6000000000001,4,4,3,11,3,Champions
15551,37,9,1659.28,3,4,3,10,1,At Risk
15552,217,2,252.52,2,2,1,5,0,New / Promising
15553,60,1,437.23,3,1,2,6,0,New / Promising
15554,278,1,217.2,2,1,1,4,0,New / Promising
15555,12,46,11734.8,4,4,4,12,3,Champions
15556,24,1,279.77,4,1,1,6,0,New / Promising
15557,29,1,473.65000000000003,3,1,2,6,0,New / Promising
15558,639,2,143.32999999999998,1,2,1,4,2,Lost
15559,568,1,1109.4,1,1,3,5,2,Lost
15560,398,2,153.52,1,2,1,4,2,Lost
15561,12,9,1856.54,4,4,3,11,1,At Risk
15562,352,3,673.3800000000001,2,2,2,6,2,Lost
15563,9,9,2772.21,4,4,4,12,1,At Risk
15564,463,2,70.74000000000001,1,2,1,4,2,Lost
15565,50,2,173.16000000000003,3,2,1,6,0,New / Promising
15566,393,2,227.87,1,2,1,4,2,Lost
15567,19,1,186.01,4,1,1,6,0,New / Promising
15568,3,3,758.29,4,2,2,8,0,New / Promising
15569,104,10,3586.35,2,4,4,10,1,At Risk
15570,7,27,9246.99,4,4,4,12,3,Champions
15571,12,14,4051.63,4,4,4,12,3,Champions
15572,5,10,4068.67,4,4,4,12,3,Champions
15573,32,5,1199.23,3,3,3,9,1,At Risk
15574,178,7,1476.7,2,3,3,8,1,At Risk
15575,620,1,30.1,1,1,1,3,2,Lost
15576,38,1,940.67,3,1,3,7,0,New / Promising
15577,151,5,397.98,2,3,2,7,0,New / Promising
15578,162,1,127.1,2,1,1,4,0,New / Promising
15579,69,7,1267.25,3,3,3,9,1,At Risk
15580,377,14,1221.95,2,4,3,9,1,At Risk
15581,156,37,4661.05,2,4,4,10,3,Champions
15582,25,3,682.9100000000001,4,2,2,8,0,New / Promising
15583,376,1,107.86,2,1,1,4,2,Lost
15584,24,7,1275.0,4,3,3,10,1,At Risk
15585,177,1,455.3,2,1,2,5,0,New / Promising
15586,591,4,1128.66,1,3,3,7,2,Lost
15587,50,7,1522.08,3,3,3,9,1,At Risk
15588,678,1,579.6,1,1,2,4,2,Lost
15589,253,4,456.58,2,3,2,7,0,New / Promising
15590,382,5,1496.6,1,3,3,7,1,At Risk
15591,583,3,217.9,1,2,1,4,2,Lost
15592,47,1,388.58,3,1,2,6,0,New / Promising
15593,71,1,199.8,3,1,1,5,0,New / Promising
15594,16,6,1767.53,4,3,3,10,1,At Risk
15595,488,1,357.59999999999997,1,1,2,4,2,Lost
15596,101,16,3023.59,2,4,4,10,3,Champions
15597,30,3,554.52,3,2,2,7,0,New / Promising
15598,35,4,543.02,3,3,2,8,0,New / Promising
15599,27,3,1250.06,3,2,3,8,1,At Risk
15600,428,5,1178.71,1,3,3,7,2,Lost
15601,11,35,14919.220000000001,4,4,4,12,3,Champions
15602,8,24,2994.71,4,4,4,12,3,Champions
15603,79,3,74.73,3,2,1,6,0,New / Promising
15604,52,1,216.39000000000001,3,1,1,5,0,New / Promising
15605,36,10,1933.4,3,4,3,10,1,At Risk
15606,57,19,4733.47,3,4,4,11,3,Champions
15607,337,12,1616.37,2,4,3,9,1,At Risk
15608,28,5,1785.98,3,3,3,9,1,At Risk
15609,183,2,270.03000000000003,2,2,1,5,0,New / Promising
15610,52,1,112.46000000000001,3,1,1,5,0,New / Promising
15611,10,30,2837.37,4,4,4,12,3,Champions
15612,36,2,195.15,3,2,1,6,0,New / Promising
15613,610,1,433.71999999999997,1,1,2,4,2,Lost
15614,428,7,3008.86,1,3,4,8,1,At Risk
15615,10,54,21282.07,4,4,4,12,3,Champions
15616,438,1,317.11,1,1,1,3,2,Lost
15617,396,3,828.5500000000001,1,2,2,5,2,Lost
15618,33,5,747.03,3,3,2,8,1,At Risk
15619,11,1,336.4,4,1,2,7,0,New / Promising
15620,50,8,1909.93,3,4,3,10,1,At Risk
15621,4,6,1158.77,4,3,3,10,1,At Risk
15622,3,30,7318.08,4,4,4,12,3,Champions
15623,141,8,2437.05,2,4,4,10,1,At Risk
15624,117,4,588.13,2,3,2,7,1,At Risk
15625,100,14,3203.25,2,4,4,10,3,Champions
15626,75,4,1049.37,3,3,3,9,1,At Risk
15627,457,2,566.9,1,2,2,5,2,Lost
15628,5,21,5603.360000000001,4,4,4,12,3,Champions
15629,450,4,2240.9,1,3,4,8,2,Lost
15630,45,4,1475.45,3,3,3,9,1,At Risk
15631,642,1,596.67,1,1,2,4,2,Lost
15632,16,10,3147.31,4,4,4,12,1,At Risk
15633,509,18,4173.41,1,4,4,9,3,Champions
15634,17,2,554.65,4,2,2,8,0,New / Promising
15635,396,1,100.35,1,1,1,3,2,Lost
15636,90,4,1444.58,3,3,3,9,1,At Risk
15637,53,5,797.59,3,3,2,8,1,At Risk
15638,301,9,2137.2,2,4,3,9,1,At Risk
15639,134,5,1028.33,2,3,3,8,1,At Risk
15640,4,34,23800.61,4,4,4,12,3,Champions
15641,105,12,5345.55,2,4,4,10,3,Champions
15642,730,1,105.78,1,1,1,3,2,Lost
15643,179,6,647.4,2,3,2,7,1,At Risk
15644,166,4,813.0,2,3,2,7,1,At Risk
15645,19,4,1042.15,4,3,3,10,1,At Risk
15646,158,6,952.11,2,3,3,8,1,At Risk
15647,415,1,169.0,1,1,1,3,2,Lost
15648,204,4,602.6,2,3,2,7,1,At Risk
15649,336,4,2170.35,2,3,3,8,1,At Risk
15650,515,3,539.03,1,2,2,5,2,Lost
15651,37,5,1259.06,3,3,3,9,1,At Risk
15652,91,6,1411.84,3,3,3,9,1,At Risk
15653,93,2,877.44,3,2,3,8,0,New / Promising
15654,9,2,922.53,4,2,3,9,0,New / Promising
15655,233,2,511.32,2,2,2,6,0,New / Promising
15656,45,4,748.5,3,3,2,8,1,At Risk
15657,23,1,30.0,4,1,1,6,0,New / Promising
15658,190,13,2270.34,2,4,4,10,1,At Risk
15659,44,3,532.49,3,2,2,7,0,New / Promising
15660,25,18,2764.14,4,4,4,12,3,Champions
15661,317,8,1215.95,2,4,3,9,1,At Risk
15662,661,2,283.73,1,2,1,4,2,Lost
15663,106,1,138.14,2,1,1,4,0,New / Promising
15664,51,6,1199.53,3,3,3,9,1,At Risk
15665,168,5,4015.12,2,3,4,9,1,At Risk
15666,472,2,632.94,1,2,2,5,2,Lost
15667,40,1,301.32000000000005,3,1,1,5,0,New / Promising
15668,218,1,76.32000000000001,2,1,1,4,0,New / Promising
15669,40,5,677.69,3,3,2,8,1,At Risk
15670,297,3,315.2,2,2,1,5,0,New / Promising
15671,19,10,2635.4900000000002,4,4,4,12,1,At Risk
15672,725,1,45.300000000000004,1,1,1,3,2,Lost
15673,88,10,6409.84,3,4,4,11,3,Champions
15674,73,16,6217.85,3,4,4,11,3,Champions
15675,81,4,542.04,3,3,2,8,0,New / Promising
15676,9,5,3324.09,4,3,4,11,1,At Risk
15677,49,3,1305.6299999999999,3,2,3,8,1,At Risk
15678,53,3,1893.89,3,2,3,8,1,At Risk
15679,24,4,781.28,4,3,2,9,1,At Risk
15680,9,12,4464.4800000000005,4,4,4,12,3,Champions
15681,18,16,2480.2,4,4,4,12,3,Champions
15682,599,3,316.99,1,2,1,4,2,Lost
15683,117,2,524.54,2,2,2,6,0,New / Promising
15684,547,6,147.79999999999998,1,3,1,5,2,Lost
15685,450,1,55.980000000000004,1,1,1,3,2,Lost
15686,420,1,90.0,1,1,1,3,2,Lost
15687,9,11,2981.5,4,4,4,12,1,At Risk
15688,419,1,190.57,1,1,1,3,2,Lost
15689,120,3,521.03,2,2,2,6,0,New / Promising
15690,4,2,239.76,4,2,1,7,0,New / Promising
15691,252,5,511.8,2,3,2,7,1,At Risk
15692,28,1,191.04,3,1,1,5,0,New / Promising
15693,659,1,37.5,1,1,1,3,2,Lost
15694,1,28,10551.46,4,4,4,12,3,Champions
15695,267,4,1131.04,2,3,3,8,1,At Risk
15696,33,21,3757.4700000000003,3,4,4,11,3,Champions
15697,690,1,246.75,1,1,1,3,2,Lost
15698,624,1,46.2,1,1,1,3,2,Lost
15699,18,1,309.65,4,1,1,6,0,New / Promising
15700,172,3,664.03,2,2,2,6,0,New / Promising
15701,2,4,1542.14,4,3,3,10,1,At Risk
15702,476,2,140.39,1,2,1,4,2,Lost
15703,265,1,211.5,2,1,1,4,0,New / Promising
15704,140,7,3747.1600000000003,2,3,4,9,1,At Risk
15705,201,1,143.1,2,1,1,4,0,New / Promising
15706,60,7,1001.8100000000001,3,3,3,9,1,At Risk
15707,35,4,945.58,3,3,3,9,1,At Risk
15708,41,14,4323.9800000000005,3,4,4,11,3,Champions
15709,284,2,327.85,2,2,1,5,0,New / Promising
15710,417,1,898.87,1,1,3,5,2,Lost
15711,557,2,420.25,1,2,2,5,2,Lost
15712,9,13,3467.46,4,4,4,12,3,Champions
15713,143,6,985.99,2,3,3,8,1,At Risk
15714,12,5,784.8100000000001,4,3,2,9,1,At Risk
15715,556,5,658.02,1,3,2,6,2,Lost
15716,146,11,3054.29,2,4,4,10,1,At Risk
15717,234,5,607.0,2,3,2,7,1,At Risk
15718,540,1,293.79,1,1,1,3,2,Lost
15719,33,39,10132.710000000001,3,4,4,11,3,Champions
15720,24,2,741.92,4,2,2,8,0,New / Promising
15721,12,1,507.08000000000004,4,1,2,7,0,New / Promising
15722,36,15,5131.95,3,4,4,11,3,Champions
15723,365,4,947.65,2,3,3,8,2,Lost
15724,201,5,299.8,2,3,1,6,0,New / Promising
15725,15,1,415.25,4,1,2,7,0,New / Promising
15726,390,1,321.91,1,1,1,3,2,Lost
15727,17,15,9445.51,4,4,4,12,3,Champions
15728,49,3,409.80000000000007,3,2,2,7,0,New / Promising
15729,198,5,154.7,2,3,1,6,0,New / Promising
15730,66,7,1708.18,3,3,3,9,1,At Risk
15731,554,1,125.3,1,1,1,3,2,Lost
15732,212,12,1637.52,2,4,3,9,1,At Risk
15733,283,1,162.3,2,1,1,4,0,New / Promising
15734,115,4,2263.3,2,3,4,9,1,At Risk
15735,421,1,327.68,1,1,1,3,2,Lost
15736,430,3,1717.27,1,2,3,6,2,Lost
15737,15,12,1121.21,4,4,3,11,1,At Risk
15738,19,45,13342.12,4,4,4,12,3,Champions
15739,66,1,449.12,3,1,2,6,0,New / Promising
15740,49,1,154.88,3,1,1,5,0,New / Promising
15741,458,2,208.62,1,2,1,4,2,Lost
15742,619,1,156.87,1,1,1,3,2,Lost
15743,16,4,784.46,4,3,2,9,1,At Risk
15744,78,1,34.8,3,1,1,5,0,New / Promising
15745,9,6,1071.24,4,3,3,10,1,At Risk
15746,134,2,182.96,2,2,1,5,0,New / Promising
15747,13,10,2560.66,4,4,4,12,1,At Risk
15748,40,3,614.76,3,2,2,7,0,New / Promising
15749,235,4,21535.9,2,3,4,9,1,At Risk
15750,3,24,6692.55,4,4,4,12,3,Champions
15751,461,14,1318.84,1,4,3,8,1,At Risk
15752,40,10,4199.09,3,4,4,11,3,Champions
15753,305,1,79.2,2,1,1,4,2,Lost
15754,51,12,3001.86,3,4,4,11,3,Champions
15755,1,20,5936.95,4,4,4,12,3,Champions
15756,61,4,532.96,3,3,2,8,0,New / Promising
15757,66,6,2940.36,3,3,4,10,1,At Risk
15758,25,1,205.25,4,1,1,6,0,New / Promising
15759,218,10,810.98,2,4,2,8,1,At Risk
15761,443,1,143.05,1,1,1,3,2,Lost
15762,65,2,583.75,3,2,2,7,0,New / Promising
15763,32,3,1048.67,3,2,3,8,1,At Risk
15764,81,14,4453.28,3,4,4,11,3,Champions
15765,667,1,370.63,1,1,2,4,2,Lost
15766,64,4,799.6600000000001,3,3,2,8,1,At Risk
15767,641,2,-242.70000000000002,1,2,1,4,2,Lost
15768,116,35,15599.460000000001,2,4,4,10,3,Champions
15769,7,49,84275.32,4,4,4,12,3,Champions
15770,613,1,321.45,1,1,1,3,2,Lost
15771,604,3,1006.54,1,2,3,6,2,Lost
15772,418,1,280.88,1,1,1,3,2,Lost
15773,6,2,774.52,4,2,2,8,0,New / Promising
15774,69,6,1328.69,3,3,3,9,1,At Risk
15775,245,2,150.5,2,2,1,5,0,New / Promising
15776,133,1,241.62,2,1,1,4,0,New / Promising
15777,241,9,1732.16,2,4,3,9,1,At Risk
15778,431,1,307.95000000000005,1,1,1,3,2,Lost
15779,463,2,124.08000000000001,1,2,1,4,2,Lost
15780,184,3,475.28000000000003,2,2,2,6,0,New / Promising
15781,25,4,333.56,4,3,2,9,0,New / Promising
15782,10,6,3985.65,4,3,4,11,1,At Risk
15783,11,1,246.3,4,1,1,6,0,New / Promising
15784,468,2,848.33,1,2,2,5,2,Lost
15785,30,26,5825.33,3,4,4,11,3,Champions
15786,44,9,8392.85,3,4,4,11,3,Champions
15787,26,3,948.05,3,2,3,8,1,At Risk
15788,501,2,215.53,1,2,1,4,2,Lost
15789,358,7,1932.01,2,3,3,8,1,At Risk
15790,10,1,220.85,4,1,1,6,0,New / Promising
15791,44,9,3541.79,3,4,4,11,1,At Risk
15792,400,2,933.84,1,2,3,6,2,Lost
15793,9,9,2382.92,4,4,4,12,1,At Risk
15794,736,2,777.0,1,2,2,5,2,Lost
15795,150,8,1979.8700000000001,2,4,3,9,1,At Risk
15796,1,21,5070.530000000001,4,4,4,12,3,Champions
15797,113,5,2806.08,2,3,4,9,1,At Risk
15798,493,3,1535.37,1,2,3,6,2,Lost
15799,76,4,1424.29,3,3,3,9,1,At Risk
15800,107,7,1242.58,2,3,3,8,1,At Risk
15801,46,4,1042.19,3,3,3,9,1,At Risk
15803,51,4,1929.66,3,3,3,9,1,At Risk
15804,1,19,3848.55,4,4,4,12,3,Champions
15805,23,40,9708.92,4,4,4,12,3,Champions
15806,46,3,784.58,3,2,2,7,0,New / Promising
15807,50,6,1807.57,3,3,3,9,1,At Risk
15808,306,24,18248.83,2,4,4,10,3,Champions
15809,36,9,862.88,3,4,3,10,1,At Risk
15810,79,13,2724.8,3,4,4,11,3,Champions
15811,17,10,3749.62,4,4,4,12,1,At Risk
15812,107,13,5186.17,2,4,4,10,3,Champions
15813,208,2,1303.9099999999999,2,2,3,7,0,New / Promising
15814,3,8,2531.84,4,4,4,12,1,At Risk
15815,64,5,2100.6,3,3,3,9,1,At Risk
15816,542,3,93.3,1,2,1,4,2,Lost
15817,421,3,2766.4,1,2,4,7,2,Lost
15818,588,1,340.5,1,1,2,4,2,Lost
15819,49,11,3911.28,3,4,4,11,3,Champions
15820,320,1,206.98,2,1,1,4,2,Lost
15821,44,2,570.96,3,2,2,7,0,New / Promising
15822,3,8,1797.71,4,4,3,11,1,At Risk
15823,337,5,3047.76,2,3,4,9,1,At Risk
15824,453,2,890.94,1,2,3,6,2,Lost
15825,172,1,532.94,2,1,2,5,0,New / Promising
15826,51,6,2583.13,3,3,4,10,1,At Risk
15827,73,42,3438.02,3,4,4,11,3,Champions
15828,375,1,1108.82,2,1,3,6,2,Lost
15829,99,2,636.14,2,2,2,6,0,New / Promising
15830,29,2,547.7,3,2,2,7,0,New / Promising
15831,58,4,747.76,3,3,2,8,1,At Risk
15832,254,1,836.79,2,1,2,5,0,New / Promising
15833,738,1,80.4,1,1,1,3,2,Lost
15834,70,9,3597.79,3,4,4,11,1,At Risk
15835,44,4,954.09,3,3,3,9,1,At Risk
15836,45,2,117.47,3,2,1,6,0,New / Promising
15837,65,2,777.01,3,2,2,7,0,New / Promising
15838,11,37,73415.63,4,4,4,12,3,Champions
15839,25,5,1020.74,4,3,3,10,1,At Risk
15840,59,3,345.65999999999997,3,2,2,7,0,New / Promising
15841,64,12,2716.5,3,4,4,11,1,At Risk
15842,388,3,528.75,1,2,2,5,2,Lost
15843,304,1,118.95,2,1,1,4,2,Lost
15844,46,1,130.73999999999998,3,1,1,5,0,New / Promising
15845,18,14,4273.650000000001,4,4,4,12,3,Champions
15846,385,1,107.01,1,1,1,3,2,Lost
15847,38,5,822.57,3,3,2,8,1,At Risk
15848,622,1,139.94,1,1,1,3,2,Lost
15850,19,6,1058.72,4,3,3,10,1,At Risk
15851,527,1,109.73,1,1,1,3,2,Lost
15852,187,3,257.26,2,2,1,5,0,New / Promising
15853,52,1,110.8,3,1,1,5,0,New / Promising
15854,4,21,5583.81,4,4,4,12,3,Champions
15855,137,6,1052.72,2,3,3,8,1,At Risk
15856,4,58,33816.18,4,4,4,12,3,Champions
15857,19,2,570.48,4,2,2,8,0,New / Promising
15858,16,15,3917.87,4,4,4,12,3,Champions
15859,432,1,438.46,1,1,2,4,2,Lost
15860,41,17,2502.71,3,4,4,11,3,Champions
15861,12,15,4209.69,4,4,4,12,3,Champions
15862,8,13,2923.14,4,4,4,12,3,Champions
15863,26,5,358.7,3,3,2,8,0,New / Promising
15864,22,9,2014.22,4,4,3,11,1,At Risk
15865,41,5,2248.92,3,3,4,10,1,At Risk
15866,101,1,230.53,2,1,1,4,0,New / Promising
15867,5,35,8921.42,4,4,4,12,3,Champions
15868,583,1,94.53,1,1,1,3,2,Lost
15869,277,3,323.65999999999997,2,2,1,5,0,New / Promising
15870,33,4,862.61,3,3,3,9,1,At Risk
15871,437,1,33.099999999999994,1,1,1,3,2,Lost
15872,15,4,795.68,4,3,2,9,1,At Risk
15873,493,5,138.23999999999998,1,3,1,5,2,Lost
15874,63,25,11135.0,3,4,4,11,3,Champions
15875,646,1,111.72,1,1,1,3,2,Lost
15876,409,2,1449.14,1,2,3,6,2,Lost
15877,2,3,440.78,4,2,2,8,0,New / Promising
15878,562,2,330.77,1,2,2,5,2,Lost
15879,404,4,1157.3,1,3,3,7,2,Lost
15880,369,2,626.56,2,2,2,6,2,Lost
15881,312,8,438.24,2,4,2,8,1,At Risk
15882,199,10,1444.3500000000001,2,4,3,9,1,At Risk
15883,2,2,396.48,4,2,2,8,0,New / Promising
15884,432,2,249.70000000000002,1,2,1,4,2,Lost
15885,93,18,1707.57,3,4,3,10,3,Champions
15886,60,4,1052.8700000000001,3,3,3,9,1,At Risk
15887,407,3,1027.15,1,2,3,6,2,Lost
15888,80,4,396.45,3,3,2,8,0,New / Promising
15889,157,9,1771.88,2,4,3,9,1,At Risk
15890,395,5,535.65,1,3,2,6,2,Lost
15891,227,1,521.97,2,1,2,5,0,New / Promising
